name,code,market,par_value,total_shrs
이스트소프트,047560,KOSDAQ,500,11646892
이스트아시아홀딩스,900110,KOSDAQ,무액면,642650588
이스트에이드,239340,KOSDAQ,100,26979634
이씨에스,067010,KOSDAQ,500,12294000
이아이디,093230,KOSPI,200,254384360
이앤에치,341310,KONEX,100,17293400
E8,418620,KOSDAQ,500,12850477
이엔셀,456070,KOSDAQ,500,10901055
이엔에프테크놀로지,102710,KOSDAQ,500,14287836
이엔플러스,074610,KOSPI,500,73374729
이엘씨,041520,KOSDAQ,500,12188730
이엘피,063760,KOSDAQ,500,9325130
이엠넷,123570,KOSDAQ,500,22276078
EMB,278990,KONEX,500,4836831
이엠앤아이,083470,KOSDAQ,500,21340329
이엠코리아,095190,KOSDAQ,500,65260462
이엠텍,091120,KOSDAQ,500,17132936
이엠티,232530,KONEX,500,25614304
이연제약,102460,KOSPI,500,18586811
이오테크닉스,039030,KOSDAQ GLOBAL,500,12319550
이오플로우,294090,KOSDAQ,100,34692105
EDGC,245620,KOSDAQ,100,138493951
이원컴포텍,088290,KOSDAQ,500,37044677
이월드,084680,KOSPI,1000,141806193
EG,037370,KOSDAQ,1000,8624972
이지바이오,353810,KOSDAQ,100,33081920
이지스레지던스리츠,350520,KOSPI,1000,36866202
이지스밸류플러스리츠,334890,KOSPI,1000,51443469
이지케어텍,099750,KOSDAQ,500,6834776
이지트로닉스,377330,KOSDAQ,500,8139954
이지홀딩스,035810,KOSDAQ,500,64516185
이크레더블,092130,KOSDAQ,500,12043600
이트론,096040,KOSDAQ,200,906131295
이퓨쳐,134060,KOSDAQ,500,4769250
이화공영,001840,KOSDAQ,500,22283636
이화산업,000760,KOSPI,5000,2800000
이화전기,024810,KOSDAQ,200,218948640
인디에프,014990,KOSPI,500,75112995
인바디,041830,KOSDAQ,500,13480882
인바이오,352940,KOSDAQ,500,10867730
인바이오젠,101140,KOSPI,500,10044216
인바이츠바이오코아,216400,KONEX,500,7711315
인베니아,079950,KOSDAQ,500,23200000
인벤티지랩,389470,KOSDAQ,500,10684434
인산가,277410,KOSDAQ,100,38356789
인선이엔티,060150,KOSDAQ,500,46563612
인성정보,033230,KOSDAQ,500,50515380
인스웨이브,450520,KOSDAQ,500,14704578
인스코비,006490,KOSPI,500,121426522
인스피언,465480,KOSDAQ,100,10137772
인지디스플레,037330,KOSDAQ,500,43885224
인지소프트,100030,KOSDAQ,500,3283714
인지컨트롤스,023800,KOSPI,500,15809197
인천도시가스,034590,KOSPI,5000,4374754
인카금융서비스,211050,KOSDAQ,100,51379800
인콘,083640,KOSDAQ,100,77720351
인크레더블버즈,064090,KOSDAQ,500,49742745
인크로스,216050,KOSDAQ,500,12843222
인탑스,049070,KOSDAQ,500,17200000
인터로이드,311960,KONEX,500,3062664
인터로조,119610,KOSDAQ,500,13216478
인터엠,017250,KOSDAQ,500,21045467
인터지스,129260,KOSPI,500,29747874
인터플렉스,051370,KOSDAQ,500,23327472
인텍플러스,064290,KOSDAQ,500,12863962
인텔리안테크,189300,KOSDAQ,500,10733334
인투셀,287840,KOSDAQ,500,14829094
인트로메딕,150840,KOSDAQ,100,42997901
인트론바이오,048530,KOSDAQ,500,34150762
인팩,023810,KOSPI,500,10000000
인포바인,115310,KOSDAQ,500,3192883
인포뱅크,039290,KOSDAQ,500,8693978
인피니트헬스케어,071200,KOSDAQ,500,24396458
인화정공,101930,KOSDAQ,500,9615733
일동제약,249420,KOSPI,1000,28062501
일동홀딩스,000230,KOSPI,1000,11540400
일성건설,013360,KOSPI,500,54024880
일성아이에스,003120,KOSPI,1000,13300000
일승,333430,KOSDAQ,100,30726747
일신바이오,068330,KOSDAQ,100,44216140
일신방직,003200,KOSPI,500,22960000
일신석재,007110,KOSPI,500,77456610
일양약품우,007575,KOSPI,2500,445080
일양약품,007570,KOSPI,2500,19085664
일월지엠엘,178780,KOSDAQ,500,17769195
일정실업,008500,KOSPI,5000,1200000
일지테크,019540,KOSDAQ,500,13513500
일진다이아,081000,KOSPI,1000,14202975
일진디스플,020760,KOSPI,500,51513741
일진전기,103590,KOSPI,1000,47685390
일진파워,094820,KOSDAQ,500,15078709
일진하이솔루스,271940,KOSPI,500,36313190
일진홀딩스,015860,KOSPI,1000,49347483
잇츠한불,226320,KOSPI,500,21929315
잉글우드랩,950140,KOSDAQ,0,19867866
잉크테크,049550,KOSDAQ,500,19606277
자람테크놀로지,389020,KOSDAQ,500,6197730
자비스,254120,KOSDAQ,100,30754270
자연과환경,043910,KOSDAQ,500,113391457
자이글,234920,KOSDAQ,500,13530910
자이언트스텝,289220,KOSDAQ,500,22312221
자이에스앤디,317400,KOSPI,1000,38782520
자화전자,033240,KOSPI,500,22155870
장원테크,174880,KOSDAQ,500,4381265
재영솔루텍,049630,KOSDAQ,500,90690889
저스템,417840,KOSDAQ,500,7262750
전방,000950,KOSPI,5000,1680000
전진건설로봇,079900,KOSPI,500,14592545
전진바이오팜,110020,KOSDAQ,500,9058762
정다운,208140,KOSDAQ,100,32684246
정상제이엘에스,040420,KOSDAQ,500,15677552
정원엔시스,045510,KOSDAQ,500,32209292
제너셈,217190,KOSDAQ,500,8769174
제넥신,095700,KOSDAQ,500,45540494
제넨바이오,072520,KOSDAQ,500,74163194
제노레이,122310,KOSDAQ,500,14553844
제노코,361390,KOSDAQ,500,7500789
제노텍,066830,KONEX,500,5667180
제놀루션,225220,KOSDAQ,500,19190021
제닉,123330,KOSDAQ,500,7968680
제닉스,381620,KOSDAQ,100,13117920
제로투세븐,159580,KOSDAQ,500,20032636
제룡산업,147830,KOSDAQ,500,20000000
제룡전기,033100,KOSDAQ,500,16062409
제우스,079370,KOSDAQ,500,31016990
JW신약,067290,KOSDAQ,500,53376126
제이브이엠,054950,KOSDAQ,500,12089892
제이스코홀딩스,023440,KOSDAQ,500,74434929
제이스텍,090470,KOSDAQ,500,17476594
제이씨케미칼,137950,KOSDAQ,500,22267814
제이씨현시스템,033320,KOSDAQ,500,19114432
제이아이테크,417500,KOSDAQ,100,32784744
제이알글로벌리츠,348950,KOSPI,1000,197376000
제이앤티씨,204270,KOSDAQ,500,57848466
제이에스링크,127120,KOSDAQ,500,26978424
제이에스코퍼레이션,194370,KOSPI,100,28223958
제이에스티나,026040,KOSDAQ,500,16503790
제이엔비,452160,KOSDAQ,100,9617527
제이엔케이글로벌,126880,KOSDAQ,500,23204903
제이엘케이,322510,KOSDAQ,100,25528892
제이엠멀티,254160,KONEX,500,5160000
제이엠아이,033050,KOSDAQ,1000,32579342
제이엠티,094970,KOSDAQ,500,16748240
제이오,418550,KOSDAQ,100,32017673
JYP Ent.,035900,KOSDAQ GLOBAL,500,35532492
제이준코스메틱,025620,KOSPI,500,4789257
제이투케이바이오,420570,KOSDAQ,500,5847483
제이티,089790,KOSDAQ,500,10315513
JTC,950170,KOSDAQ,무액면,51746348
제일기획,030000,KOSPI,200,115041225
제일바이오,052670,KOSDAQ,500,29129064
제일약품,271980,KOSPI,500,14704872
제일엠앤에스,412540,KOSDAQ,500,20600665
제일연마,001560,KOSPI,500,9900000
제일일렉트릭,199820,KOSDAQ,500,22220000
제일테크노스,038010,KOSDAQ,500,9000000
제일파마홀딩스,002620,KOSPI,500,15973355
제주반도체,080220,KOSDAQ,500,34442833
제주은행,006220,KOSPI,5000,37798557
제주항공,089590,KOSPI,1000,80640985
제테마,216080,KOSDAQ,500,35858518
젝시믹스,337930,KOSDAQ,500,29881975
젠큐릭스,229000,KOSDAQ,500,15801971
젬백스,082270,KOSDAQ,500,41406061
조광ILI,044060,KOSDAQ,500,95732184
조광페인트,004910,KOSPI,500,12800000
조광피혁,004700,KOSPI,5000,6649138
조비,001550,KOSPI,5000,5192239
조선내화,462520,KOSPI,500,11855168
조선선재,120030,KOSPI,500,1257651
조아제약,034940,KOSDAQ,500,30979827
조이시티,067000,KOSDAQ,500,69903446
조일알미늄,018470,KOSPI,500,126631721
조흥,002600,KOSPI,5000,600000
종근당바이오,063160,KOSPI,2500,5485962
종근당,185750,KOSPI,2500,13802780
종근당홀딩스,001630,KOSPI,2500,5009861
좋은사람들,033340,KOSDAQ,500,96950558
주성엔지니어링,036930,KOSDAQ GLOBAL,500,47268321
주성코퍼레이션,109070,KOSPI,500,52810230
수프로,185190,KONEX,200,9238625
아모센스,357580,KOSDAQ,500,11220264
오스테오닉,226400,KOSDAQ,500,20661601
오픈놀,440320,KOSDAQ,100,9805000
코셋,189350,KONEX,500,4800000
큐라티스,348080,KOSDAQ,500,73862864
동남합성,023450,KOSPI,500,3500000
KCC,002380,KOSPI,5000,8886471
주연테크,044380,KOSPI,200,66403852
기업은행,024110,KOSPI,5000,797425869
중앙백신,072020,KOSDAQ,500,9658687
중앙에너비스,000440,KOSDAQ,500,6227130
중앙첨단소재,051980,KOSDAQ,500,101802299
지노믹트리,228760,KOSDAQ,500,24376642
지놈앤컴퍼니,314130,KOSDAQ,500,31085515
지누스,013890,KOSPI,500,22254576
지니너스,389030,KOSDAQ,500,33351845
지니언스,263860,KOSDAQ,500,9079600
지니틱스,303030,KOSDAQ,100,35745668
지더블유바이텍,036180,KOSDAQ,500,93464524
지란지교시큐리티,208350,KOSDAQ,500,8838549
지슨,289860,KONEX,500,17329579
지씨셀,144510,KOSDAQ,500,15800344
지아이이노베이션,358570,KOSDAQ,500,61614273
지아이텍,382480,KOSDAQ,100,39357140
지앤비에스 에코,382800,KOSDAQ,500,31831041
지앤이헬스케어,299480,KONEX,100,11100743
지어소프트,051160,KOSDAQ,500,15474430
GS글로벌,001250,KOSPI,2500,82533764
GS리테일,007070,KOSPI,1000,83607415
지에스이,053050,KOSDAQ,500,29987597
GS피앤엘,499790,KOSPI,1000,19830841
지에이이노더스,076340,KONEX,500,4871460
GH신소재,130500,KOSDAQ,500,14545052
지에프씨생명과학,388610,KONEX,500,4402509
지엔씨에너지,119850,KOSDAQ,500,16448909
지엔코,065060,KOSDAQ,500,10800804
지엘팜텍,204840,KOSDAQ,100,76965206
지엠비코리아,013870,KOSPI,500,19072280
지역난방공사,071320,KOSPI,5000,11578744
지오엘리먼트,311320,KOSDAQ,500,12614560
지투파워,388050,KOSDAQ,500,18709437
진도,088790,KOSPI,500,12447744
진로발효,018120,KOSDAQ,500,6621120
진매트릭스,109820,KOSDAQ,500,20393640
진바이오텍,086060,KOSDAQ,500,8610587
진성티이씨,036890,KOSDAQ,500,22482268
진시스템,363250,KOSDAQ,500,7032798
진양산업,003780,KOSPI,500,13000000
진양제약,007370,KOSDAQ,500,13001226
진양폴리,010640,KOSPI,500,10000000
진양홀딩스,100250,KOSPI,500,55895292
진양화학,051630,KOSPI,500,21200000
진에어,272450,KOSPI,1000,52200000
진영,285800,KOSDAQ,100,17477270
진원생명과학,011000,KOSPI,1000,84917083
진코스텍,250030,KONEX,500,2589337
진흥기업우B,002785,KOSPI,500,857218
진흥기업2우B,002787,KOSPI,500,294808
진흥기업,002780,KOSPI,500,145471745
질경이,233990,KONEX,100,14764898
차바이오텍,085660,KOSDAQ,500,56314443
차백신연구소,261780,KOSDAQ,500,26865246
크리스탈신소재,900250,KOSDAQ,0.5,130640004
차이커뮤니케이션,351870,KOSDAQ,500,11160642
참엔지니어링,009310,KOSPI,500,16973483
참좋은여행,094850,KOSDAQ,500,14000000
창대정밀,368030,KONEX,5000,1749307
창해에탄올,004650,KOSDAQ,500,9190885
천보,278280,KOSDAQ,500,10000000
천일고속,000650,KOSPI,5000,1429220
청담글로벌,362320,KOSDAQ,500,21051290
체리부로,066360,KOSDAQ,500,47952015
체시스,033250,KOSPI,500,32000000
초록뱀미디어,047820,KOSDAQ,5000,24453930
칩스앤미디어,094360,KOSDAQ,500,21157474
카스,016920,KOSDAQ,500,26493538
카이노스메드,284620,KOSDAQ,500,33086953
카카오게임즈,293490,KOSDAQ GLOBAL,100,82866437
카카오뱅크,323410,KOSPI,5000,476989437
카카오,035720,KOSPI,100,441711295
카카오페이,377300,KOSPI,500,134693503
카티스,140430,KOSDAQ,100,19102219
카페24,042000,KOSDAQ,500,24253054
카프로,006380,KOSPI,500,168999996
캐리,313760,KOSDAQ,500,11207186
캐리소프트,317530,KOSDAQ,500,10039454
캐스텍코리아,071850,KOSDAQ,500,24260938
캔버스엔,210120,KOSDAQ,200,23582605
캠시스,050110,KOSDAQ,500,73824118
캡스톤파트너스,452300,KOSDAQ,200,14100755
컨텍,451760,KOSDAQ,500,15252196
컬러레이,900310,KOSDAQ,무액면,64041675
컴투스,078340,KOSDAQ GLOBAL,500,12737755
컴투스홀딩스,063080,KOSDAQ,500,6595192
컴퍼니케이,307930,KOSDAQ,500,15610000
케스피온,079190,KOSDAQ,500,38355514
케어랩스,263700,KOSDAQ,500,19414200
케어젠,214370,KOSDAQ,100,53715000
케이디켐,221980,KOSDAQ,500,4034800
케이바이오,038530,KOSDAQ,100,115714347
KB발해인프라,415640,KOSPI,무액면,122545548
케이비아이동국실업,001620,KOSPI,500,111293031
KBI메탈,024840,KOSDAQ,500,34909199
KB제25호스팩,455250,KOSDAQ,100,4305000
KB제27호스팩,464680,KOSDAQ,100,12905000
KB제28호스팩,476470,KOSDAQ,100,5505000
KB제29호스팩,478390,KOSDAQ,100,6220000
KB제30호스팩,486630,KOSDAQ,100,5310000
KB제31호스팩,492220,KOSDAQ,100,6210000
KBG,318000,KOSDAQ,200,8740223
케이사인,192250,KOSDAQ,1000,7067125
케이쓰리아이,431190,KOSDAQ,500,7486442
KC그린홀딩스,009440,KOSPI,500,23239141
케이씨,029460,KOSPI,500,13231263
KC산업,112190,KONEX,500,7125253
KCC건설,021320,KOSDAQ,5000,21400000
KCC글라스,344820,KOSPI,1000,15970512
케이씨에스,115500,KOSDAQ,500,12000000
KC코트렐,119650,KOSPI,500,18627753
케이씨텍,281820,KOSPI,500,20690323
케이씨티,089150,KOSDAQ,500,17150000
케이씨피드,025880,KOSDAQ,500,16715858
케이아이엔엑스,093320,KOSDAQ,500,4880000
케이알엠,093640,KOSDAQ,500,32606724
KSS해운,044450,KOSPI,500,23085880
KS인더스트리,101000,KOSDAQ,500,33446802
케이에스피,073010,KOSDAQ,500,40191250
KH 건설,226360,KOSDAQ,100,26464732
KH 미래물산,111870,KOSDAQ,500,7042251
KH바텍,060720,KOSDAQ,500,23677442
KX,122450,KOSDAQ,500,45335964
KX하이텍,052900,KOSDAQ,500,55107517
케이엔더블유,105330,KOSDAQ,500,16060028
케이엔솔,053080,KOSDAQ,500,12999807
케이엔알시스템,199430,KOSDAQ,100,10867713
케이엔에스,432470,KOSDAQ,100,8771556
KNN,058400,KOSDAQ,500,132429720
케이엔제이,272110,KOSDAQ,500,8025395
케이엘넷,039420,KOSDAQ,500,24154730
케이엠,083550,KOSDAQ,500,12950887
케이엠더블유,032500,KOSDAQ,500,39820883
케이엠제약,225430,KOSDAQ,100,27887050
케이옥션,102370,KOSDAQ,500,27229210
케이웨더,068100,KOSDAQ,500,9939614
KEC,092220,KOSPI,500,200763141
케이이엠텍,106080,KOSDAQ,1000,25135465
KZ정밀,036560,KOSDAQ,500,15750000
KG모빌리언스,046440,KOSDAQ,500,38010802
KG에코솔루션,151860,KOSDAQ,500,47603002
KG이니시스,035600,KOSDAQ,500,27554434
케이카,381970,KOSPI,500,48182073
케이탑리츠,145270,KOSPI,1000,48060774
KT나스미디어,089600,KOSDAQ,500,11568163
KT밀리의서재,418470,KOSDAQ,500,8499289
KT,030200,KOSPI,5000,252021685
스카이라이프,053210,KOSPI,2500,47522955
KTcs,058850,KOSPI,500,42685000
KTis,058860,KOSPI,500,34802000
케이티알파,036030,KOSDAQ,1000,49019283
KT&G,033780,KOSPI,5000,122062497
KT지니뮤직,043610,KOSDAQ,500,58115438
케이프,064820,KOSDAQ,500,30901728
케이피에프,024880,KOSDAQ,500,20682798
케이피엠테크,042040,KOSDAQ,100,194004890
케이피티유,054410,KOSDAQ,500,5726444
케일럼,258610,KOSDAQ,500,26787133
켄코아에어로스페이스,274090,KOSDAQ,500,13104750
켈스,402420,KONEX,500,2226540
켐트로닉스,089010,KOSDAQ,500,15334346
켐트로스,220260,KOSDAQ,100,26558307
코나솔,176590,KONEX,500,5823333
코나아이,052400,KOSDAQ,500,14563291
코난테크놀로지,402030,KOSDAQ,500,11467288
코닉오토메이션,391710,KOSDAQ,100,42065086
코다코,046070,KOSDAQ,500,15486089
코데즈컴바인,047770,KOSDAQ,500,37842602
코디,080530,KOSDAQ,500,45932005
코람코더원리츠,417310,KOSPI,500,40400000
코람코라이프인프라리츠,357120,KOSPI,500,97335354
코렌텍,104540,KOSDAQ,500,12785740
코리아나,027050,KOSDAQ,500,40000000
코리아써우,007815,KOSPI,500,2964690
코리아써키트2우B,00781K,KOSPI,500,783699
코리아써키트,007810,KOSPI,500,23620751
코리아에셋투자증권,190650,KOSDAQ,5000,6388000
코리아에프티,123410,KOSDAQ,100,27841064
코리안리,003690,KOSPI,500,194821031
코맥스,036690,KOSDAQ,500,15904938
코메론,049430,KOSDAQ,500,9048000
코미코,183300,KOSDAQ GLOBAL,500,10460684
코미팜,041960,KOSDAQ,100,72439823
코세스,089890,KOSDAQ,500,16584962
코셈,360350,KOSDAQ,500,5704970
코스나인,082660,KOSDAQ,500,99640869
코스맥스,192820,KOSPI,500,11349509
코스맥스비티아이,044820,KOSPI,500,9603921
코스맥스엔비티,222040,KOSDAQ,500,20628000
코스메카코리아,241710,KOSDAQ,500,10680000
코스모신소재,005070,KOSPI,1000,32510756
코스모화학,005420,KOSPI,1000,38408228
코스텍시스,355150,KOSDAQ,500,7797350
코스텍시스템,169670,KONEX,500,2868401
코아스,071950,KOSPI,500,3290720
코아스템켐온,166480,KOSDAQ,500,32870376
코아시아,045970,KOSDAQ,500,26314876
코아시아씨엠,196450,KOSDAQ,1000,45319582
코어라인소프트,384470,KOSDAQ,500,12841064
코엔텍,029960,KOSDAQ,500,48580720
코오롱우,002025,KOSPI,5000,1076390
코오롱글로벌우,003075,KOSPI,5000,740737
코오롱글로벌,003070,KOSPI,5000,18932713
코오롱모빌리티그룹우,45014K,KOSPI,500,2456120
코오롱모빌리티그룹,450140,KOSPI,500,62777250
코오롱,002020,KOSPI,5000,12626426
코오롱생명과학,102940,KOSDAQ,500,12423387
코오롱ENP,138490,KOSPI,1000,38000000
코오롱인더우,120115,KOSPI,5000,2767860
코오롱인더,120110,KOSPI,5000,27519091
코오롱티슈진,950160,KOSDAQ,0,81600955
코웨이,021240,KOSPI,500,71909133
코웰패션,033290,KOSDAQ,500,56156301
코위버,056360,KOSDAQ,500,9796800
코윈테크,282880,KOSDAQ,500,11469370
코이즈,121850,KOSDAQ,500,30614175
코츠테크놀로지,448710,KOSDAQ,100,5260589
코칩,126730,KOSDAQ,500,8503460
코콤,015710,KOSDAQ,500,17530500
코텍,052330,KOSDAQ,500,16527174
코퍼스코리아,322780,KOSDAQ,100,37932613
콘텐트리중앙,036420,KOSPI,5000,19262308
콜마비앤에이치,200130,KOSDAQ GLOBAL,500,29415558
콜마홀딩스,024720,KOSPI,500,34296259
쿠콘,294570,KOSDAQ,500,10254685
쿠쿠홀딩스,192400,KOSPI,100,35562185
쿠쿠홈시스,284740,KOSPI,100,22437330
퀀타매트릭스,317690,KOSDAQ,500,18144289
퀀텀온,227100,KOSDAQ,500,24134182
퀄리타스반도체,432720,KOSDAQ,500,14011412
큐라켐,456190,KONEX,500,1754286
큐라클,365270,KOSDAQ,500,14009155
큐러블,086460,KONEX,500,2939400
큐렉소,060280,KOSDAQ,500,41089990
큐로셀,372320,KOSDAQ,500,14323581
큐로홀딩스,051780,KOSDAQ,500,23242245
큐리언트,115180,KOSDAQ,500,33725867
큐리옥스바이오시스템즈,445680,KOSDAQ,500,16148980
큐브엔터,182360,KOSDAQ,500,15002490
큐알티,405100,KOSDAQ,500,12289301
큐에스아이,066310,KOSDAQ,500,9271621
큐엠씨,136660,KONEX,500,2360950
큐캐피탈,016600,KOSDAQ,500,178247112
크라우드웍스,355390,KOSDAQ,500,9307914
크라운제과우,26490K,KOSPI,200,773560
크라운제과,264900,KOSPI,200,12523850
크라운해태홀딩스우,005745,KOSPI,500,600726
크라운해태홀딩스,005740,KOSPI,500,14847347
크래프톤,259960,KOSPI,100,47919399
크레버스,096240,KOSDAQ,500,11138180
크레오에스지,040350,KOSDAQ,500,193205323
크로넥스,215570,KONEX,500,5078057
크리스에프앤씨,110790,KOSDAQ,500,23430960
크린앤사이언스,045520,KOSDAQ,500,6500000
클래시스,214150,KOSDAQ GLOBAL,100,65505659
클로봇,466100,KOSDAQ,500,24651339
클리오,237880,KOSDAQ,500,18071353
키네마스터,139670,KOSDAQ,500,14118810
키다리스튜디오,020120,KOSPI,500,37063766
키스트론,475430,KOSDAQ,500,17848110
키움제10호스팩,487720,KOSDAQ,100,4230000
키움제11호스팩,489480,KOSDAQ,100,6600000
키움제8호스팩,446840,KOSDAQ,100,5880000
키움증권,039490,KOSPI,5000,24476706
키이스트,054780,KOSDAQ,500,19547793
킵스파마,256940,KOSDAQ,500,19076310
타스컴,336040,KONEX,500,4684534
타이거일렉,219130,KOSDAQ,500,6314290
타이드,346010,KONEX,500,4860062
타임기술,318660,KONEX,500,2152101
타조엔터테인먼트,476710,KONEX,100,1000000
탈로스,434190,KONEX,500,7369434
탑런토탈솔루션,336680,KOSDAQ,500,19572779
탑머티리얼,360070,KOSDAQ,500,8143543
탑선,180060,KONEX,500,9347666
탑엔지니어링,065130,KOSDAQ,500,16330482
탑코미디어,134580,KOSDAQ,500,49294149
태경비케이,014580,KOSPI,500,27583100
태경산업,015890,KOSPI,500,29228750
태경케미컬,006890,KOSPI,500,11600000
태광,023160,KOSDAQ,500,26500000
태광산업,003240,KOSPI,5000,1113400
태림포장,011280,KOSPI,500,70805940
태성,323280,KOSDAQ,100,30500730
태양,053620,KOSDAQ,500,8600000
태양3C,052960,KONEX,500,4887078
태양금속우,004105,KOSPI,500,3300000
태양금속,004100,KOSPI,500,36700000
태양기계,116100,KONEX,500,7439986
태영건설,009410,KOSPI,500,294467874
태영건설우,009415,KOSPI,500,649974
태웅,044490,KOSDAQ,500,20007381
태웅로직스,124560,KOSDAQ,100,37916584
